,comment,corridorCode,productIdentification,productHour,offeredCapacity,requestedCapacity,allocatedCapacity,auctionPrice,additionalMessage,datetime
493,,PL-UA,B14-------,13:00-14:00,255.0,0.0,0.0,0.0,,2024-04-25 13:00:00
494,,PL-UA,B13-------,12:00-13:00,255.0,0.0,0.0,0.0,,2024-04-25 12:00:00
495,,PL-UA,B12-------,11:00-12:00,255.0,0.0,0.0,0.0,,2024-04-25 11:00:00
496,,PL-UA,B11-------,10:00-11:00,255.0,0.0,0.0,0.0,,2024-04-25 10:00:00
497,,PL-UA,B10-------,09:00-10:00,255.0,255.0,255.0,0.0,,2024-04-25 09:00:00
498,,PL-UA,B09-------,08:00-09:00,255.0,255.0,255.0,0.0,,2024-04-25 08:00:00
499,,PL-UA,B08-------,07:00-08:00,255.0,255.0,255.0,0.0,,2024-04-25 07:00:00
500,,PL-UA,B07-------,06:00-07:00,5.0,5.0,5.0,0.0,,2024-04-25 06:00:00
501,,PL-UA,B06-------,05:00-06:00,255.0,0.0,0.0,0.0,,2024-04-25 05:00:00
502,,PL-UA,B05-------,04:00-05:00,247.0,0.0,0.0,0.0,,2024-04-25 04:00:00
503,,PL-UA,B04-------,03:00-04:00,247.0,0.0,0.0,0.0,,2024-04-25 03:00:00
504,,PL-UA,B24-------,23:00-24:00,37.0,37.0,37.0,0.0,,2024-04-26 23:00:00
505,,PL-UA,B01-------,00:00-01:00,73.0,73.0,73.0,0.0,,2024-04-26 00:00:00
506,,PL-UA,B02-------,01:00-02:00,55.0,55.0,55.0,0.0,,2024-04-26 01:00:00
507,,PL-UA,B03-------,02:00-03:00,55.0,55.0,55.0,0.0,,2024-04-26 02:00:00
508,,PL-UA,B04-------,03:00-04:00,55.0,55.0,55.0,0.0,,2024-04-26 03:00:00
509,,PL-UA,B05-------,04:00-05:00,55.0,55.0,55.0,0.0,,2024-04-26 04:00:00
510,,PL-UA,B06-------,05:00-06:00,55.0,55.0,55.0,0.0,,2024-04-26 05:00:00
511,,PL-UA,B07-------,06:00-07:00,0.0,0.0,0.0,0.0,,2024-04-26 06:00:00
512,,PL-UA,B08-------,07:00-08:00,0.0,0.0,0.0,0.0,,2024-04-26 07:00:00
513,,PL-UA,B09-------,08:00-09:00,0.0,0.0,0.0,0.0,,2024-04-26 08:00:00
514,,PL-UA,B10-------,09:00-10:00,0.0,0.0,0.0,0.0,,2024-04-26 09:00:00
515,,PL-UA,B11-------,10:00-11:00,0.0,0.0,0.0,0.0,,2024-04-26 10:00:00
516,,PL-UA,B12-------,11:00-12:00,0.0,0.0,0.0,0.0,,2024-04-26 11:00:00
517,,PL-UA,B13-------,12:00-13:00,0.0,0.0,0.0,0.0,,2024-04-26 12:00:00
518,,PL-UA,B14-------,13:00-14:00,0.0,0.0,0.0,0.0,,2024-04-26 13:00:00
519,,PL-UA,B15-------,14:00-15:00,0.0,0.0,0.0,0.0,,2024-04-26 14:00:00
520,,PL-UA,B16-------,15:00-16:00,0.0,0.0,0.0,0.0,,2024-04-26 15:00:00
521,,PL-UA,B17-------,16:00-17:00,37.0,74.0,37.0,0.17,,2024-04-26 16:00:00
522,,PL-UA,B18-------,17:00-18:00,120.0,240.0,120.0,6.04,,2024-04-26 17:00:00
523,,PL-UA,B19-------,18:00-19:00,229.0,503.0,229.0,7.23,,2024-04-26 18:00:00
524,,PL-UA,B20-------,19:00-20:00,255.0,555.0,255.0,6.7,,2024-04-26 19:00:00
525,,PL-UA,B21-------,20:00-21:00,229.0,503.0,229.0,6.01,,2024-04-26 20:00:00
526,,PL-UA,B22-------,21:00-22:00,156.0,312.0,156.0,6.0,,2024-04-26 21:00:00
527,,PL-UA,B23-------,22:00-23:00,65.0,65.0,65.0,0.0,,2024-04-26 22:00:00
528,,PL-UA,B01-------,00:00-01:00,37.0,37.0,37.0,0.0,,2024-04-27 00:00:00
529,,PL-UA,B02-------,01:00-02:00,19.0,19.0,19.0,0.0,,2024-04-27 01:00:00
530,,PL-UA,B03-------,02:00-03:00,19.0,19.0,19.0,0.0,,2024-04-27 02:00:00
531,,PL-UA,B04-------,03:00-04:00,19.0,19.0,19.0,0.0,,2024-04-27 03:00:00
532,,PL-UA,B05-------,04:00-05:00,19.0,19.0,19.0,0.0,,2024-04-27 04:00:00
533,,PL-UA,B06-------,05:00-06:00,0.0,0.0,0.0,0.0,,2024-04-27 05:00:00
534,,PL-UA,B07-------,06:00-07:00,0.0,0.0,0.0,0.0,,2024-04-27 06:00:00
535,,PL-UA,B08-------,07:00-08:00,0.0,0.0,0.0,0.0,,2024-04-27 07:00:00
536,,PL-UA,B09-------,08:00-09:00,0.0,0.0,0.0,0.0,,2024-04-27 08:00:00
537,,PL-UA,B10-------,09:00-10:00,0.0,0.0,0.0,0.0,,2024-04-27 09:00:00
538,,PL-UA,B11-------,10:00-11:00,0.0,0.0,0.0,0.0,,2024-04-27 10:00:00
539,,PL-UA,B12-------,11:00-12:00,0.0,0.0,0.0,0.0,,2024-04-27 11:00:00
540,,PL-UA,B13-------,12:00-13:00,0.0,0.0,0.0,0.0,,2024-04-27 12:00:00
541,,PL-UA,B14-------,13:00-14:00,0.0,0.0,0.0,0.0,,2024-04-27 13:00:00
542,,PL-UA,B15-------,14:00-15:00,0.0,0.0,0.0,0.0,,2024-04-27 14:00:00
543,,PL-UA,B16-------,15:00-16:00,0.0,0.0,0.0,0.0,,2024-04-27 15:00:00
544,,PL-UA,B17-------,16:00-17:00,19.0,29.0,19.0,0.07,,2024-04-27 16:00:00
545,,PL-UA,B18-------,17:00-18:00,82.0,189.0,82.0,6.0,,2024-04-27 17:00:00
546,,PL-UA,B19-------,18:00-19:00,192.0,424.0,192.0,7.02,,2024-04-27 18:00:00
547,,PL-UA,B20-------,19:00-20:00,210.0,460.0,210.0,8.0,,2024-04-27 19:00:00
548,,PL-UA,B21-------,20:00-21:00,192.0,424.0,192.0,8.0,,2024-04-27 20:00:00
549,,PL-UA,B22-------,21:00-22:00,156.0,342.0,156.0,5.0,,2024-04-27 21:00:00
550,,PL-UA,B23-------,22:00-23:00,82.0,82.0,82.0,0.0,,2024-04-27 22:00:00
551,,PL-UA,B24-------,23:00-24:00,46.0,46.0,46.0,0.0,,2024-04-27 23:00:00
552,,PL-UA,B24-------,23:00-24:00,50.0,50.0,50.0,0.0,,2024-04-28 23:00:00
553,,PL-UA,B23-------,22:00-23:00,69.0,69.0,69.0,0.0,,2024-04-28 22:00:00
554,,PL-UA,B22-------,21:00-22:00,141.0,317.0,141.0,18.25,,2024-04-28 21:00:00
555,,PL-UA,B21-------,20:00-21:00,227.0,494.0,227.0,12.96,,2024-04-28 20:00:00
556,,PL-UA,B20-------,19:00-20:00,255.0,550.0,255.0,15.0,,2024-04-28 19:00:00
557,,PL-UA,B19-------,18:00-19:00,227.0,494.0,227.0,17.41,,2024-04-28 18:00:00
558,,PL-UA,B18-------,17:00-18:00,178.0,396.0,178.0,20.0,,2024-04-28 17:00:00
559,,PL-UA,B17-------,16:00-17:00,69.0,84.0,69.0,1.92,,2024-04-28 16:00:00
560,,PL-UA,B16-------,15:00-16:00,0.0,0.0,0.0,0.0,,2024-04-28 15:00:00
561,,PL-UA,B15-------,14:00-15:00,0.0,0.0,0.0,0.0,,2024-04-28 14:00:00
562,,PL-UA,B14-------,13:00-14:00,0.0,0.0,0.0,0.0,,2024-04-28 13:00:00
563,,PL-UA,B01-------,00:00-01:00,32.0,32.0,32.0,0.0,,2024-04-28 00:00:00
564,,PL-UA,B02-------,01:00-02:00,32.0,32.0,32.0,0.0,,2024-04-28 01:00:00
565,,PL-UA,B03-------,02:00-03:00,32.0,32.0,32.0,0.0,,2024-04-28 02:00:00
566,,PL-UA,B04-------,03:00-04:00,32.0,32.0,32.0,0.0,,2024-04-28 03:00:00
567,,PL-UA,B05-------,04:00-05:00,87.0,87.0,87.0,0.0,,2024-04-28 04:00:00
568,,PL-UA,B06-------,05:00-06:00,178.0,178.0,178.0,0.0,,2024-04-28 05:00:00
569,,PL-UA,B07-------,06:00-07:00,178.0,203.0,178.0,0.13,,2024-04-28 06:00:00
570,,PL-UA,B08-------,07:00-08:00,50.0,65.0,50.0,0.07,,2024-04-28 07:00:00
571,,PL-UA,B09-------,08:00-09:00,0.0,0.0,0.0,0.0,,2024-04-28 08:00:00
572,,PL-UA,B10-------,09:00-10:00,0.0,0.0,0.0,0.0,,2024-04-28 09:00:00
573,,PL-UA,B11-------,10:00-11:00,0.0,0.0,0.0,0.0,,2024-04-28 10:00:00
574,,PL-UA,B12-------,11:00-12:00,0.0,0.0,0.0,0.0,,2024-04-28 11:00:00
575,,PL-UA,B13-------,12:00-13:00,0.0,0.0,0.0,0.0,,2024-04-28 12:00:00
576,,PL-UA,B24-------,23:00-24:00,141.0,141.0,141.0,0.0,,2024-04-29 23:00:00
577,,PL-UA,B23-------,22:00-23:00,214.0,214.0,214.0,0.0,,2024-04-29 22:00:00
578,,PL-UA,B01-------,00:00-01:00,123.0,123.0,123.0,0.0,,2024-04-29 00:00:00
579,,PL-UA,B02-------,01:00-02:00,123.0,123.0,123.0,0.0,,2024-04-29 01:00:00
580,,PL-UA,B03-------,02:00-03:00,123.0,123.0,123.0,0.0,,2024-04-29 02:00:00
581,,PL-UA,B04-------,03:00-04:00,123.0,123.0,123.0,0.0,,2024-04-29 03:00:00
582,,PL-UA,B05-------,04:00-05:00,123.0,123.0,123.0,0.0,,2024-04-29 04:00:00
583,,PL-UA,B06-------,05:00-06:00,196.0,196.0,196.0,0.0,,2024-04-29 05:00:00
584,,PL-UA,B07-------,06:00-07:00,196.0,226.0,196.0,0.67,,2024-04-29 06:00:00
585,,PL-UA,B08-------,07:00-08:00,141.0,171.0,141.0,0.07,,2024-04-29 07:00:00
586,,PL-UA,B09-------,08:00-09:00,55.0,70.0,55.0,0.19,,2024-04-29 08:00:00
587,,PL-UA,B10-------,09:00-10:00,0.0,0.0,0.0,0.0,,2024-04-29 09:00:00
588,,PL-UA,B11-------,10:00-11:00,0.0,0.0,0.0,0.0,,2024-04-29 10:00:00
589,,PL-UA,B12-------,11:00-12:00,0.0,0.0,0.0,0.0,,2024-04-29 11:00:00
590,,PL-UA,B13-------,12:00-13:00,0.0,0.0,0.0,0.0,,2024-04-29 12:00:00
591,,PL-UA,B14-------,13:00-14:00,0.0,0.0,0.0,0.0,,2024-04-29 13:00:00
592,,PL-UA,B15-------,14:00-15:00,0.0,0.0,0.0,0.0,,2024-04-29 14:00:00
593,,PL-UA,B16-------,15:00-16:00,91.0,91.0,91.0,0.0,,2024-04-29 15:00:00
594,,PL-UA,B17-------,16:00-17:00,123.0,163.0,123.0,13.86,,2024-04-29 16:00:00
595,,PL-UA,B18-------,17:00-18:00,214.0,468.0,214.0,25.0,,2024-04-29 17:00:00
596,,PL-UA,B19-------,18:00-19:00,255.0,550.0,255.0,25.0,,2024-04-29 18:00:00
597,,PL-UA,B20-------,19:00-20:00,74.0,188.0,74.0,25.0,,2024-04-29 19:00:00
598,,PL-UA,B21-------,20:00-21:00,255.0,550.0,255.0,18.64,,2024-04-29 20:00:00
599,,PL-UA,B22-------,21:00-22:00,255.0,550.0,255.0,16.95,,2024-04-29 21:00:00
600,,PL-UA,B01-------,00:00-01:00,100.0,200.0,100.0,0.02,,2024-04-30 00:00:00
601,,PL-UA,B02-------,01:00-02:00,100.0,200.0,100.0,0.02,,2024-04-30 01:00:00
602,,PL-UA,B03-------,02:00-03:00,100.0,200.0,100.0,0.02,,2024-04-30 02:00:00
603,,PL-UA,B04-------,03:00-04:00,100.0,200.0,100.0,0.02,,2024-04-30 03:00:00
604,,PL-UA,B05-------,04:00-05:00,119.0,238.0,119.0,0.02,,2024-04-30 04:00:00
605,,PL-UA,B06-------,05:00-06:00,228.0,506.0,228.0,0.07,,2024-04-30 05:00:00
606,,PL-UA,B07-------,06:00-07:00,210.0,532.0,210.0,0.21,,2024-04-30 06:00:00
607,,PL-UA,B08-------,07:00-08:00,100.0,265.0,100.0,0.21,,2024-04-30 07:00:00
608,,PL-UA,B09-------,08:00-09:00,0.0,0.0,0.0,0.0,,2024-04-30 08:00:00
609,,PL-UA,B10-------,09:00-10:00,0.0,0.0,0.0,0.0,,2024-04-30 09:00:00
610,,PL-UA,B11-------,10:00-11:00,0.0,0.0,0.0,0.0,,2024-04-30 10:00:00
611,,PL-UA,B12-------,11:00-12:00,0.0,0.0,0.0,0.0,,2024-04-30 11:00:00
612,,PL-UA,B13-------,12:00-13:00,0.0,0.0,0.0,0.0,,2024-04-30 12:00:00
613,,PL-UA,B14-------,13:00-14:00,0.0,0.0,0.0,0.0,,2024-04-30 13:00:00
614,,PL-UA,B15-------,14:00-15:00,0.0,0.0,0.0,0.0,,2024-04-30 14:00:00
615,,PL-UA,B16-------,15:00-16:00,0.0,0.0,0.0,0.0,,2024-04-30 15:00:00
616,,PL-UA,B17-------,16:00-17:00,82.0,230.0,82.0,20.0,,2024-04-30 16:00:00
617,,PL-UA,B18-------,17:00-18:00,210.0,532.0,210.0,18.55,,2024-04-30 17:00:00
618,,PL-UA,B19-------,18:00-19:00,255.0,631.0,255.0,15.43,,2024-04-30 18:00:00
619,,PL-UA,B20-------,19:00-20:00,0.0,0.0,0.0,0.0,,2024-04-30 19:00:00
620,,PL-UA,B21-------,20:00-21:00,0.0,0.0,0.0,0.0,,2024-04-30 20:00:00
621,,PL-UA,B22-------,21:00-22:00,173.0,429.0,173.0,7.98,,2024-04-30 21:00:00
622,,PL-UA,B23-------,22:00-23:00,100.0,200.0,100.0,0.06,,2024-04-30 22:00:00
623,,PL-UA,B24-------,23:00-24:00,100.0,200.0,100.0,0.3,,2024-04-30 23:00:00
624,,PL-UA,B08-------,07:00-08:00,100.0,300.0,100.0,1.2,,2024-05-01 07:00:00
625,,PL-UA,B07-------,06:00-07:00,111.0,333.0,111.0,5.0,,2024-05-01 06:00:00
626,,PL-UA,B06-------,05:00-06:00,228.0,456.0,228.0,0.08,,2024-05-01 05:00:00
627,,PL-UA,B05-------,04:00-05:00,119.0,263.0,119.0,0.02,,2024-05-01 04:00:00
628,,PL-UA,B04-------,03:00-04:00,100.0,225.0,100.0,0.02,,2024-05-01 03:00:00
629,,PL-UA,B03-------,02:00-03:00,100.0,225.0,100.0,0.02,,2024-05-01 02:00:00
630,,PL-UA,B02-------,01:00-02:00,100.0,225.0,100.0,0.02,,2024-05-01 01:00:00
631,,PL-UA,B01-------,00:00-01:00,100.0,225.0,100.0,0.02,,2024-05-01 00:00:00
632,,PL-UA,B09-------,08:00-09:00,0.0,0.0,0.0,0.0,,2024-05-01 08:00:00
633,,PL-UA,B10-------,09:00-10:00,0.0,0.0,0.0,0.0,,2024-05-01 09:00:00
634,,PL-UA,B11-------,10:00-11:00,0.0,0.0,0.0,0.0,,2024-05-01 10:00:00
635,,PL-UA,B12-------,11:00-12:00,0.0,0.0,0.0,0.0,,2024-05-01 11:00:00
636,,PL-UA,B13-------,12:00-13:00,0.0,0.0,0.0,0.0,,2024-05-01 12:00:00
637,,PL-UA,B14-------,13:00-14:00,0.0,0.0,0.0,0.0,,2024-05-01 13:00:00
638,,PL-UA,B15-------,14:00-15:00,0.0,0.0,0.0,0.0,,2024-05-01 14:00:00
639,,PL-UA,B16-------,15:00-16:00,0.0,0.0,0.0,0.0,,2024-05-01 15:00:00
640,,PL-UA,B17-------,16:00-17:00,82.0,271.0,82.0,15.0,,2024-05-01 16:00:00
641,,PL-UA,B18-------,17:00-18:00,210.0,700.0,210.0,20.0,,2024-05-01 17:00:00
642,,PL-UA,B19-------,18:00-19:00,255.0,835.0,255.0,20.0,,2024-05-01 18:00:00
643,,PL-UA,B20-------,19:00-20:00,0.0,0.0,0.0,0.0,,2024-05-01 19:00:00
644,,PL-UA,B21-------,20:00-21:00,0.0,0.0,0.0,0.0,,2024-05-01 20:00:00
645,,PL-UA,B22-------,21:00-22:00,0.0,0.0,0.0,0.0,,2024-05-01 21:00:00
646,,PL-UA,B23-------,22:00-23:00,100.0,200.0,100.0,0.1,,2024-05-01 22:00:00
647,,PL-UA,B24-------,23:00-24:00,100.0,200.0,100.0,0.1,,2024-05-01 23:00:00
648,,PL-UA,B24-------,23:00-24:00,0.0,0.0,0.0,0.0,,2024-05-02 23:00:00
649,,PL-UA,B23-------,22:00-23:00,0.0,0.0,0.0,0.0,,2024-05-02 22:00:00
650,,PL-UA,B22-------,21:00-22:00,0.0,0.0,0.0,0.0,,2024-05-02 21:00:00
651,,PL-UA,B21-------,20:00-21:00,0.0,0.0,0.0,0.0,,2024-05-02 20:00:00
652,,PL-UA,B20-------,19:00-20:00,0.0,0.0,0.0,0.0,,2024-05-02 19:00:00
653,,PL-UA,B19-------,18:00-19:00,0.0,0.0,0.0,0.0,,2024-05-02 18:00:00
654,,PL-UA,B18-------,17:00-18:00,100.0,299.0,100.0,30.0,,2024-05-02 17:00:00
655,,PL-UA,B17-------,16:00-17:00,0.0,0.0,0.0,0.0,,2024-05-02 16:00:00
656,,PL-UA,B16-------,15:00-16:00,0.0,0.0,0.0,0.0,,2024-05-02 15:00:00
657,,PL-UA,B15-------,14:00-15:00,0.0,0.0,0.0,0.0,,2024-05-02 14:00:00
658,,PL-UA,B14-------,13:00-14:00,0.0,0.0,0.0,0.0,,2024-05-02 13:00:00
659,,PL-UA,B13-------,12:00-13:00,0.0,0.0,0.0,0.0,,2024-05-02 12:00:00
660,,PL-UA,B12-------,11:00-12:00,0.0,0.0,0.0,0.0,,2024-05-02 11:00:00
661,,PL-UA,B11-------,10:00-11:00,0.0,0.0,0.0,0.0,,2024-05-02 10:00:00
662,,PL-UA,B10-------,09:00-10:00,0.0,0.0,0.0,0.0,,2024-05-02 09:00:00
663,,PL-UA,B09-------,08:00-09:00,0.0,0.0,0.0,0.0,,2024-05-02 08:00:00
664,,PL-UA,B08-------,07:00-08:00,0.0,0.0,0.0,0.0,,2024-05-02 07:00:00
665,,PL-UA,B07-------,06:00-07:00,0.0,0.0,0.0,0.0,,2024-05-02 06:00:00
666,,PL-UA,B06-------,05:00-06:00,0.0,0.0,0.0,0.0,,2024-05-02 05:00:00
667,,PL-UA,B05-------,04:00-05:00,0.0,0.0,0.0,0.0,,2024-05-02 04:00:00
668,,PL-UA,B04-------,03:00-04:00,0.0,0.0,0.0,0.0,,2024-05-02 03:00:00
669,,PL-UA,B01-------,00:00-01:00,0.0,0.0,0.0,0.0,,2024-05-02 00:00:00
670,,PL-UA,B02-------,01:00-02:00,0.0,0.0,0.0,0.0,,2024-05-02 01:00:00
671,,PL-UA,B03-------,02:00-03:00,0.0,0.0,0.0,0.0,,2024-05-02 02:00:00
672,,PL-UA,B24-------,23:00-24:00,0.0,0.0,0.0,0.0,,2024-05-03 23:00:00
673,,PL-UA,B01-------,00:00-01:00,0.0,0.0,0.0,0.0,,2024-05-03 00:00:00
674,,PL-UA,B02-------,01:00-02:00,0.0,0.0,0.0,0.0,,2024-05-03 01:00:00
675,,PL-UA,B03-------,02:00-03:00,0.0,0.0,0.0,0.0,,2024-05-03 02:00:00
676,,PL-UA,B04-------,03:00-04:00,0.0,0.0,0.0,0.0,,2024-05-03 03:00:00
677,,PL-UA,B05-------,04:00-05:00,0.0,0.0,0.0,0.0,,2024-05-03 04:00:00
678,,PL-UA,B06-------,05:00-06:00,0.0,0.0,0.0,0.0,,2024-05-03 05:00:00
679,,PL-UA,B07-------,06:00-07:00,0.0,0.0,0.0,0.0,,2024-05-03 06:00:00
680,,PL-UA,B08-------,07:00-08:00,0.0,0.0,0.0,0.0,,2024-05-03 07:00:00
681,,PL-UA,B09-------,08:00-09:00,0.0,0.0,0.0,0.0,,2024-05-03 08:00:00
682,,PL-UA,B10-------,09:00-10:00,0.0,0.0,0.0,0.0,,2024-05-03 09:00:00
683,,PL-UA,B11-------,10:00-11:00,0.0,0.0,0.0,0.0,,2024-05-03 10:00:00
684,,PL-UA,B12-------,11:00-12:00,0.0,0.0,0.0,0.0,,2024-05-03 11:00:00
685,,PL-UA,B13-------,12:00-13:00,0.0,0.0,0.0,0.0,,2024-05-03 12:00:00
686,,PL-UA,B14-------,13:00-14:00,0.0,0.0,0.0,0.0,,2024-05-03 13:00:00
687,,PL-UA,B15-------,14:00-15:00,0.0,0.0,0.0,0.0,,2024-05-03 14:00:00
688,,PL-UA,B16-------,15:00-16:00,0.0,0.0,0.0,0.0,,2024-05-03 15:00:00
689,,PL-UA,B17-------,16:00-17:00,0.0,0.0,0.0,0.0,,2024-05-03 16:00:00
690,,PL-UA,B18-------,17:00-18:00,117.0,334.0,117.0,20.0,,2024-05-03 17:00:00
691,,PL-UA,B19-------,18:00-19:00,0.0,0.0,0.0,0.0,,2024-05-03 18:00:00
692,,PL-UA,B20-------,19:00-20:00,0.0,0.0,0.0,0.0,,2024-05-03 19:00:00
693,,PL-UA,B21-------,20:00-21:00,0.0,0.0,0.0,0.0,,2024-05-03 20:00:00
694,,PL-UA,B22-------,21:00-22:00,0.0,0.0,0.0,0.0,,2024-05-03 21:00:00
695,,PL-UA,B23-------,22:00-23:00,80.0,80.0,80.0,0.0,,2024-05-03 22:00:00
696,,PL-UA,B01-------,00:00-01:00,0.0,0.0,0.0,0.0,,2024-05-04 00:00:00
697,,PL-UA,B02-------,01:00-02:00,0.0,0.0,0.0,0.0,,2024-05-04 01:00:00
698,,PL-UA,B03-------,02:00-03:00,0.0,0.0,0.0,0.0,,2024-05-04 02:00:00
699,,PL-UA,B04-------,03:00-04:00,0.0,0.0,0.0,0.0,,2024-05-04 03:00:00
700,,PL-UA,B05-------,04:00-05:00,0.0,0.0,0.0,0.0,,2024-05-04 04:00:00
701,,PL-UA,B24-------,23:00-24:00,0.0,0.0,0.0,0.0,,2024-05-04 23:00:00
702,,PL-UA,B23-------,22:00-23:00,0.0,0.0,0.0,0.0,,2024-05-04 22:00:00
703,,PL-UA,B22-------,21:00-22:00,0.0,0.0,0.0,0.0,,2024-05-04 21:00:00
704,,PL-UA,B21-------,20:00-21:00,0.0,0.0,0.0,0.0,,2024-05-04 20:00:00
705,,PL-UA,B20-------,19:00-20:00,0.0,0.0,0.0,0.0,,2024-05-04 19:00:00
706,,PL-UA,B19-------,18:00-19:00,32.0,62.0,32.0,30.0,,2024-05-04 18:00:00
707,,PL-UA,B18-------,17:00-18:00,0.0,0.0,0.0,0.0,,2024-05-04 17:00:00
708,,PL-UA,B17-------,16:00-17:00,0.0,0.0,0.0,0.0,,2024-05-04 16:00:00
709,,PL-UA,B16-------,15:00-16:00,0.0,0.0,0.0,0.0,,2024-05-04 15:00:00
710,,PL-UA,B15-------,14:00-15:00,0.0,0.0,0.0,0.0,,2024-05-04 14:00:00
711,,PL-UA,B14-------,13:00-14:00,0.0,0.0,0.0,0.0,,2024-05-04 13:00:00
712,,PL-UA,B13-------,12:00-13:00,0.0,0.0,0.0,0.0,,2024-05-04 12:00:00
713,,PL-UA,B12-------,11:00-12:00,0.0,0.0,0.0,0.0,,2024-05-04 11:00:00
714,,PL-UA,B11-------,10:00-11:00,0.0,0.0,0.0,0.0,,2024-05-04 10:00:00
715,,PL-UA,B10-------,09:00-10:00,0.0,0.0,0.0,0.0,,2024-05-04 09:00:00
716,,PL-UA,B09-------,08:00-09:00,0.0,0.0,0.0,0.0,,2024-05-04 08:00:00
717,,PL-UA,B08-------,07:00-08:00,0.0,0.0,0.0,0.0,,2024-05-04 07:00:00
718,,PL-UA,B07-------,06:00-07:00,0.0,0.0,0.0,0.0,,2024-05-04 06:00:00
719,,PL-UA,B06-------,05:00-06:00,0.0,0.0,0.0,0.0,,2024-05-04 05:00:00
720,,PL-UA,B01-------,00:00-01:00,0.0,0.0,0.0,0.0,,2024-05-05 00:00:00
721,,PL-UA,B02-------,01:00-02:00,0.0,0.0,0.0,0.0,,2024-05-05 01:00:00
722,,PL-UA,B03-------,02:00-03:00,0.0,0.0,0.0,0.0,,2024-05-05 02:00:00
723,,PL-UA,B04-------,03:00-04:00,0.0,0.0,0.0,0.0,,2024-05-05 03:00:00
724,,PL-UA,B05-------,04:00-05:00,0.0,0.0,0.0,0.0,,2024-05-05 04:00:00
725,,PL-UA,B06-------,05:00-06:00,46.0,46.0,46.0,0.0,,2024-05-05 05:00:00
726,,PL-UA,B07-------,06:00-07:00,0.0,0.0,0.0,0.0,,2024-05-05 06:00:00
727,,PL-UA,B08-------,07:00-08:00,0.0,0.0,0.0,0.0,,2024-05-05 07:00:00
728,,PL-UA,B09-------,08:00-09:00,0.0,0.0,0.0,0.0,,2024-05-05 08:00:00
729,,PL-UA,B10-------,09:00-10:00,0.0,0.0,0.0,0.0,,2024-05-05 09:00:00
730,,PL-UA,B11-------,10:00-11:00,0.0,0.0,0.0,0.0,,2024-05-05 10:00:00
731,,PL-UA,B12-------,11:00-12:00,0.0,0.0,0.0,0.0,,2024-05-05 11:00:00
732,,PL-UA,B13-------,12:00-13:00,0.0,0.0,0.0,0.0,,2024-05-05 12:00:00
733,,PL-UA,B14-------,13:00-14:00,0.0,0.0,0.0,0.0,,2024-05-05 13:00:00
734,,PL-UA,B15-------,14:00-15:00,0.0,0.0,0.0,0.0,,2024-05-05 14:00:00
735,,PL-UA,B16-------,15:00-16:00,46.0,92.0,46.0,0.48,,2024-05-05 15:00:00
736,,PL-UA,B17-------,16:00-17:00,46.0,132.0,46.0,10.0,,2024-05-05 16:00:00
737,,PL-UA,B18-------,17:00-18:00,100.0,295.0,100.0,40.0,,2024-05-05 17:00:00
738,,PL-UA,B19-------,18:00-19:00,0.0,0.0,0.0,0.0,,2024-05-05 18:00:00
739,,PL-UA,B20-------,19:00-20:00,0.0,0.0,0.0,0.0,,2024-05-05 19:00:00
740,,PL-UA,B21-------,20:00-21:00,0.0,0.0,0.0,0.0,,2024-05-05 20:00:00
741,,PL-UA,B22-------,21:00-22:00,0.0,0.0,0.0,0.0,,2024-05-05 21:00:00
742,,PL-UA,B23-------,22:00-23:00,100.0,100.0,100.0,0.0,,2024-05-05 22:00:00
743,,PL-UA,B24-------,23:00-24:00,64.0,64.0,64.0,0.0,,2024-05-05 23:00:00
